HuggingFaceID,Architecture,System,Backend,Version,Mode,Status,ErrMsg
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,a100_sxm,sglang,0.5.10,agg,HW_INCOMPATIBLE,a100_sxm (SM80) does not support FP8 required by MiniMaxAI/MiniMax-M2.5
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,a100_sxm,sglang,0.5.10,disagg,HW_INCOMPATIBLE,a100_sxm (SM80) does not support FP8 required by MiniMaxAI/MiniMax-M2.5
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,a100_sxm,sglang,0.5.9,agg,HW_INCOMPATIBLE,a100_sxm (SM80) does not support FP8 required by MiniMaxAI/MiniMax-M2.5
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,a100_sxm,sglang,0.5.9,disagg,HW_INCOMPATIBLE,a100_sxm (SM80) does not support FP8 required by MiniMaxAI/MiniMax-M2.5
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,a100_sxm,trtllm,1.0.0,agg,HW_INCOMPATIBLE,a100_sxm (SM80) does not support FP8 required by MiniMaxAI/MiniMax-M2.5
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,a100_sxm,trtllm,1.0.0,disagg,HW_INCOMPATIBLE,a100_sxm (SM80) does not support FP8 required by MiniMaxAI/MiniMax-M2.5
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,a100_sxm,vllm,0.14.0,agg,HW_INCOMPATIBLE,a100_sxm (SM80) does not support FP8 required by MiniMaxAI/MiniMax-M2.5
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,a100_sxm,vllm,0.14.0,disagg,HW_INCOMPATIBLE,a100_sxm (SM80) does not support FP8 required by MiniMaxAI/MiniMax-M2.5
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,b200_sxm,sglang,0.5.10,agg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,b200_sxm,sglang,0.5.10,disagg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,b200_sxm,sglang,0.5.9,agg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,b200_sxm,sglang,0.5.9,disagg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,b200_sxm,trtllm,1.2.0rc5,agg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,b200_sxm,trtllm,1.2.0rc5,disagg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,b200_sxm,trtllm,1.3.0rc10,agg,FAIL,"Traceback (most recent call last):\n  File ""tools/support_matrix/support_matrix.py"", line 598, in run_single_test\n    python_pareto_df = SupportMatrix._run_mode(\n                       ^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""tools/support_matrix/support_matrix.py"", line 522, in _run_mode\n    task_config = SupportMatrix._create_task_config(\n                  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""tools/support_matrix/support_matrix.py"", line 509, in _create_task_config\n    return TaskConfig(**task_config_kwargs)\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/task.py"", line 907, in __init__\n    self.validate()\n  File ""src/aiconfigurator/sdk/task.py"", line 1087, in validate\n    _validate_worker_config(\n  File ""src/aiconfigurator/sdk/task.py"", line 1075, in _validate_worker_config\n    _supported_or_raise(""moe"", moe_mode, supported, system_name, backend_version)\n  File ""src/aiconfigurator/sdk/task.py"", line 993, in _supported_or_raise\n    raise exc_type(\nValueError: Unsupported moe quant mode 'fp8_block' for system='b200_sxm', backend='trtllm', version='1.3.0rc10'. Supported moe modes: ['bfloat16', 'fp8', 'nvfp4', 'w4a16_mxfp4', 'w4a8_mxfp4_mxfp8']\n"
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,b200_sxm,trtllm,1.3.0rc10,disagg,FAIL,"Traceback (most recent call last):\n  File ""tools/support_matrix/support_matrix.py"", line 598, in run_single_test\n    python_pareto_df = SupportMatrix._run_mode(\n                       ^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""tools/support_matrix/support_matrix.py"", line 522, in _run_mode\n    task_config = SupportMatrix._create_task_config(\n                  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""tools/support_matrix/support_matrix.py"", line 509, in _create_task_config\n    return TaskConfig(**task_config_kwargs)\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/task.py"", line 907, in __init__\n    self.validate()\n  File ""src/aiconfigurator/sdk/task.py"", line 1091, in validate\n    _validate_worker_config(\n  File ""src/aiconfigurator/sdk/task.py"", line 1075, in _validate_worker_config\n    _supported_or_raise(""moe"", moe_mode, supported, system_name, backend_version)\n  File ""src/aiconfigurator/sdk/task.py"", line 993, in _supported_or_raise\n    raise exc_type(\nValueError: Unsupported moe quant mode 'fp8_block' for system='b200_sxm', backend='trtllm', version='1.3.0rc10'. Supported moe modes: ['bfloat16', 'fp8', 'nvfp4', 'w4a16_mxfp4', 'w4a8_mxfp4_mxfp8']\n"
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,b200_sxm,vllm,0.19.0,agg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,b200_sxm,vllm,0.19.0,disagg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,b300_sxm,sglang,0.5.10,agg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,b300_sxm,sglang,0.5.10,disagg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,b300_sxm,sglang,0.5.9,agg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,b300_sxm,sglang,0.5.9,disagg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,b300_sxm,trtllm,1.3.0rc10,agg,FAIL,"Traceback (most recent call last):\n  File ""tools/support_matrix/support_matrix.py"", line 598, in run_single_test\n    python_pareto_df = SupportMatrix._run_mode(\n                       ^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""tools/support_matrix/support_matrix.py"", line 522, in _run_mode\n    task_config = SupportMatrix._create_task_config(\n                  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""tools/support_matrix/support_matrix.py"", line 509, in _create_task_config\n    return TaskConfig(**task_config_kwargs)\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/task.py"", line 907, in __init__\n    self.validate()\n  File ""src/aiconfigurator/sdk/task.py"", line 1087, in validate\n    _validate_worker_config(\n  File ""src/aiconfigurator/sdk/task.py"", line 1075, in _validate_worker_config\n    _supported_or_raise(""moe"", moe_mode, supported, system_name, backend_version)\n  File ""src/aiconfigurator/sdk/task.py"", line 993, in _supported_or_raise\n    raise exc_type(\nValueError: Unsupported moe quant mode 'fp8_block' for system='b300_sxm', backend='trtllm', version='1.3.0rc10'. Supported moe modes: ['bfloat16', 'fp8', 'nvfp4', 'w4a16_mxfp4', 'w4a8_mxfp4_mxfp8']\n"
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,b300_sxm,trtllm,1.3.0rc10,disagg,FAIL,"Traceback (most recent call last):\n  File ""tools/support_matrix/support_matrix.py"", line 598, in run_single_test\n    python_pareto_df = SupportMatrix._run_mode(\n                       ^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""tools/support_matrix/support_matrix.py"", line 522, in _run_mode\n    task_config = SupportMatrix._create_task_config(\n                  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""tools/support_matrix/support_matrix.py"", line 509, in _create_task_config\n    return TaskConfig(**task_config_kwargs)\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/task.py"", line 907, in __init__\n    self.validate()\n  File ""src/aiconfigurator/sdk/task.py"", line 1091, in validate\n    _validate_worker_config(\n  File ""src/aiconfigurator/sdk/task.py"", line 1075, in _validate_worker_config\n    _supported_or_raise(""moe"", moe_mode, supported, system_name, backend_version)\n  File ""src/aiconfigurator/sdk/task.py"", line 993, in _supported_or_raise\n    raise exc_type(\nValueError: Unsupported moe quant mode 'fp8_block' for system='b300_sxm', backend='trtllm', version='1.3.0rc10'. Supported moe modes: ['bfloat16', 'fp8', 'nvfp4', 'w4a16_mxfp4', 'w4a8_mxfp4_mxfp8']\n"
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,b300_sxm,vllm,0.19.0,agg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,b300_sxm,vllm,0.19.0,disagg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,b60,vllm,0.12.0,agg,FAIL,"Traceback (most recent call last):\n  File ""tools/support_matrix/support_matrix.py"", line 598, in run_single_test\n    python_pareto_df = SupportMatrix._run_mode(\n                       ^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""tools/support_matrix/support_matrix.py"", line 522, in _run_mode\n    task_config = SupportMatrix._create_task_config(\n                  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""tools/support_matrix/support_matrix.py"", line 509, in _create_task_config\n    return TaskConfig(**task_config_kwargs)\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/task.py"", line 907, in __init__\n    self.validate()\n  File ""src/aiconfigurator/sdk/task.py"", line 1087, in validate\n    _validate_worker_config(\n  File ""src/aiconfigurator/sdk/task.py"", line 1064, in _validate_worker_config\n    _supported_or_raise(""gemm"", gemm_mode, supported, system_name, backend_version)\n  File ""src/aiconfigurator/sdk/task.py"", line 993, in _supported_or_raise\n    raise exc_type(\nValueError: Unsupported gemm quant mode 'fp8_block' for system='b60', backend='vllm', version='0.12.0'. Supported gemm modes: ['bfloat16', 'fp8']\n"
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,b60,vllm,0.12.0,disagg,FAIL,"Traceback (most recent call last):\n  File ""tools/support_matrix/support_matrix.py"", line 598, in run_single_test\n    python_pareto_df = SupportMatrix._run_mode(\n                       ^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""tools/support_matrix/support_matrix.py"", line 522, in _run_mode\n    task_config = SupportMatrix._create_task_config(\n                  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""tools/support_matrix/support_matrix.py"", line 509, in _create_task_config\n    return TaskConfig(**task_config_kwargs)\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/task.py"", line 907, in __init__\n    self.validate()\n  File ""src/aiconfigurator/sdk/task.py"", line 1091, in validate\n    _validate_worker_config(\n  File ""src/aiconfigurator/sdk/task.py"", line 1064, in _validate_worker_config\n    _supported_or_raise(""gemm"", gemm_mode, supported, system_name, backend_version)\n  File ""src/aiconfigurator/sdk/task.py"", line 993, in _supported_or_raise\n    raise exc_type(\nValueError: Unsupported gemm quant mode 'fp8_block' for system='b60', backend='vllm', version='0.12.0'. Supported gemm modes: ['bfloat16', 'fp8']\n"
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,gb200,sglang,0.5.10,agg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,gb200,sglang,0.5.10,disagg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,gb200,sglang,0.5.9,agg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,gb200,sglang,0.5.9,disagg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,gb200,trtllm,1.3.0rc10,agg,FAIL,"Traceback (most recent call last):\n  File ""tools/support_matrix/support_matrix.py"", line 598, in run_single_test\n    python_pareto_df = SupportMatrix._run_mode(\n                       ^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""tools/support_matrix/support_matrix.py"", line 522, in _run_mode\n    task_config = SupportMatrix._create_task_config(\n                  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""tools/support_matrix/support_matrix.py"", line 509, in _create_task_config\n    return TaskConfig(**task_config_kwargs)\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/task.py"", line 907, in __init__\n    self.validate()\n  File ""src/aiconfigurator/sdk/task.py"", line 1087, in validate\n    _validate_worker_config(\n  File ""src/aiconfigurator/sdk/task.py"", line 1075, in _validate_worker_config\n    _supported_or_raise(""moe"", moe_mode, supported, system_name, backend_version)\n  File ""src/aiconfigurator/sdk/task.py"", line 993, in _supported_or_raise\n    raise exc_type(\nValueError: Unsupported moe quant mode 'fp8_block' for system='gb200', backend='trtllm', version='1.3.0rc10'. Supported moe modes: ['bfloat16', 'fp8', 'nvfp4', 'w4a16_mxfp4', 'w4a8_mxfp4_mxfp8']\n"
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,gb200,trtllm,1.3.0rc10,disagg,FAIL,"Traceback (most recent call last):\n  File ""tools/support_matrix/support_matrix.py"", line 598, in run_single_test\n    python_pareto_df = SupportMatrix._run_mode(\n                       ^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""tools/support_matrix/support_matrix.py"", line 522, in _run_mode\n    task_config = SupportMatrix._create_task_config(\n                  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""tools/support_matrix/support_matrix.py"", line 509, in _create_task_config\n    return TaskConfig(**task_config_kwargs)\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/task.py"", line 907, in __init__\n    self.validate()\n  File ""src/aiconfigurator/sdk/task.py"", line 1091, in validate\n    _validate_worker_config(\n  File ""src/aiconfigurator/sdk/task.py"", line 1075, in _validate_worker_config\n    _supported_or_raise(""moe"", moe_mode, supported, system_name, backend_version)\n  File ""src/aiconfigurator/sdk/task.py"", line 993, in _supported_or_raise\n    raise exc_type(\nValueError: Unsupported moe quant mode 'fp8_block' for system='gb200', backend='trtllm', version='1.3.0rc10'. Supported moe modes: ['bfloat16', 'fp8', 'nvfp4', 'w4a16_mxfp4', 'w4a8_mxfp4_mxfp8']\n"
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,gb200,vllm,0.14.0,agg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,gb200,vllm,0.14.0,disagg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,gb200,vllm,0.19.0,agg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,gb200,vllm,0.19.0,disagg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,gb300,sglang,0.5.10,agg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,gb300,sglang,0.5.10,disagg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,gb300,sglang,0.5.9,agg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,gb300,sglang,0.5.9,disagg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,gb300,trtllm,1.3.0rc10,agg,FAIL,"Traceback (most recent call last):\n  File ""tools/support_matrix/support_matrix.py"", line 598, in run_single_test\n    python_pareto_df = SupportMatrix._run_mode(\n                       ^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""tools/support_matrix/support_matrix.py"", line 522, in _run_mode\n    task_config = SupportMatrix._create_task_config(\n                  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""tools/support_matrix/support_matrix.py"", line 509, in _create_task_config\n    return TaskConfig(**task_config_kwargs)\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/task.py"", line 907, in __init__\n    self.validate()\n  File ""src/aiconfigurator/sdk/task.py"", line 1087, in validate\n    _validate_worker_config(\n  File ""src/aiconfigurator/sdk/task.py"", line 1075, in _validate_worker_config\n    _supported_or_raise(""moe"", moe_mode, supported, system_name, backend_version)\n  File ""src/aiconfigurator/sdk/task.py"", line 993, in _supported_or_raise\n    raise exc_type(\nValueError: Unsupported moe quant mode 'fp8_block' for system='gb300', backend='trtllm', version='1.3.0rc10'. Supported moe modes: ['bfloat16', 'fp8', 'nvfp4', 'w4a16_mxfp4', 'w4a8_mxfp4_mxfp8']\n"
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,gb300,trtllm,1.3.0rc10,disagg,FAIL,"Traceback (most recent call last):\n  File ""tools/support_matrix/support_matrix.py"", line 598, in run_single_test\n    python_pareto_df = SupportMatrix._run_mode(\n                       ^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""tools/support_matrix/support_matrix.py"", line 522, in _run_mode\n    task_config = SupportMatrix._create_task_config(\n                  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""tools/support_matrix/support_matrix.py"", line 509, in _create_task_config\n    return TaskConfig(**task_config_kwargs)\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/task.py"", line 907, in __init__\n    self.validate()\n  File ""src/aiconfigurator/sdk/task.py"", line 1091, in validate\n    _validate_worker_config(\n  File ""src/aiconfigurator/sdk/task.py"", line 1075, in _validate_worker_config\n    _supported_or_raise(""moe"", moe_mode, supported, system_name, backend_version)\n  File ""src/aiconfigurator/sdk/task.py"", line 993, in _supported_or_raise\n    raise exc_type(\nValueError: Unsupported moe quant mode 'fp8_block' for system='gb300', backend='trtllm', version='1.3.0rc10'. Supported moe modes: ['bfloat16', 'fp8', 'nvfp4', 'w4a16_mxfp4', 'w4a8_mxfp4_mxfp8']\n"
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,gb300,vllm,0.19.0,agg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,gb300,vllm,0.19.0,disagg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,h100_sxm,sglang,0.5.10,agg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,h100_sxm,sglang,0.5.10,disagg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,h100_sxm,sglang,0.5.6.post2,agg,FAIL,"Traceback (most recent call last):\n  File ""src/aiconfigurator/sdk/pareto_analysis.py"", line 75, in agg_pareto\n    model = get_model(\n            ^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/models/__init__.py"", line 87, in get_model\n    return cls.create(model_info, model_config, backend_name)\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/models/moe.py"", line 53, in create\n    return cls(*moe_args, *base_args, extra_params)\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/models/moe.py"", line 84, in __init__\n    self._validate_fp8_block_quantized_moe_config()\n  File ""src/aiconfigurator/sdk/models/moe.py"", line 361, in _validate_fp8_block_quantized_moe_config\n    raise ValueError(\nValueError: Invalid quantized MoE configuration: (moe_intermediate_size=1536 / moe_tp_size=8) % weight_block_size=128 != 0. \n\nThe above exception was the direct cause of the following exception:\n\nTraceback (most recent call last):\n  File ""tools/support_matrix/support_matrix.py"", line 598, in run_single_test\n    python_pareto_df = SupportMatrix._run_mode(\n                       ^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""tools/support_matrix/support_matrix.py"", line 531, in _run_mode\n    result = TaskRunner().run(task_config)\n             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/task.py"", line 1567, in run\n    result = self.run_agg(task_config.config)\n             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/task.py"", line 1333, in run_agg\n    result_df = pa.agg_pareto(\n                ^^^^^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/pareto_analysis.py"", line 161, in agg_pareto\n    raise RuntimeError(\nRuntimeError: No results found for any parallel configuration. Showing last exception: Invalid quantized MoE configuration: (moe_intermediate_size=1536 / moe_tp_size=8) % weight_block_size=128 != 0. \n"
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,h100_sxm,sglang,0.5.6.post2,disagg,FAIL,"Traceback (most recent call last):\n  File ""src/aiconfigurator/sdk/inference_session.py"", line 382, in get_worker_candidates\n    model = models.get_model(\n            ^^^^^^^^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/models/__init__.py"", line 87, in get_model\n    return cls.create(model_info, model_config, backend_name)\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/models/moe.py"", line 53, in create\n    return cls(*moe_args, *base_args, extra_params)\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/models/moe.py"", line 84, in __init__\n    self._validate_fp8_block_quantized_moe_config()\n  File ""src/aiconfigurator/sdk/models/moe.py"", line 361, in _validate_fp8_block_quantized_moe_config\n    raise ValueError(\nValueError: Invalid quantized MoE configuration: (moe_intermediate_size=1536 / moe_tp_size=8) % weight_block_size=128 != 0. \n\nThe above exception was the direct cause of the following exception:\n\nTraceback (most recent call last):\n  File ""tools/support_matrix/support_matrix.py"", line 598, in run_single_test\n    python_pareto_df = SupportMatrix._run_mode(\n                       ^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""tools/support_matrix/support_matrix.py"", line 531, in _run_mode\n    result = TaskRunner().run(task_config)\n             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/task.py"", line 1569, in run\n    result = self.run_disagg(task_config.config, autoscale=autoscale)\n             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/task.py"", line 1517, in run_disagg\n    result_df = pa.disagg_pareto(\n                ^^^^^^^^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/pareto_analysis.py"", line 301, in disagg_pareto\n    summary = disagg_sess.find_best_disagg_result_under_constraints(\n              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/inference_session.py"", line 743, in find_best_disagg_result_under_constraints\n    prefill_summary_df = self.get_worker_candidates(\n                         ^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/inference_session.py"", line 433, in get_worker_candidates\n    raise RuntimeError(\nRuntimeError: No results found for any parallel configuration. Showing last exception: Invalid quantized MoE configuration: (moe_intermediate_size=1536 / moe_tp_size=8) % weight_block_size=128 != 0. \n"
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,h100_sxm,sglang,0.5.9,agg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,h100_sxm,sglang,0.5.9,disagg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,h100_sxm,trtllm,1.2.0rc5,agg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,h100_sxm,trtllm,1.2.0rc5,disagg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,h100_sxm,trtllm,1.3.0rc10,agg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,h100_sxm,trtllm,1.3.0rc10,disagg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,h100_sxm,vllm,0.14.0,agg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,h100_sxm,vllm,0.14.0,disagg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,h100_sxm,vllm,0.19.0,agg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,h100_sxm,vllm,0.19.0,disagg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,h200_sxm,sglang,0.5.10,agg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,h200_sxm,sglang,0.5.10,disagg,PASS,
MiniMaxAI/MiniMax-M2.5,MiniMaxM2ForCausalLM,h200_sxm,sglang,0.5.6.post2,agg,FAIL,"Traceback (most recent call last):\n  File ""src/aiconfigurator/sdk/pareto_analysis.py"", line 75, in agg_pareto\n    model = get_model(\n            ^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/models/__init__.py"", line 87, in get_model\n    return cls.create(model_info, model_config, backend_name)\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/models/moe.py"", line 53, in create\n    return cls(*moe_args, *base_args, extra_params)\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/models/moe.py"", line 84, in __init__\n    self._validate_fp8_block_quantized_moe_config()\n  File ""src/aiconfigurator/sdk/models/moe.py"", line 361, in _validate_fp8_block_quantized_moe_config\n    raise ValueError(\nValueError: Invalid quantized MoE configuration: (moe_intermediate_size=1536 / moe_tp_size=8) % weight_block_size=128 != 0. \n\nThe above exception was the direct cause of the following exception:\n\nTraceback (most recent call last):\n  File ""tools/support_matrix/support_matrix.py"", line 598, in run_single_test\n    python_pareto_df = SupportMatrix._run_mode(\n                       ^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""tools/support_matrix/support_matrix.py"", line 531, in _run_mode\n    result = TaskRunner().run(task_config)\n             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/task.py"", line 1567, in run\n    result = self.run_agg(task_config.config)\n             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/task.py"", line 1333, in run_agg\n    result_df = pa.agg_pareto(\n                ^^^^^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/pareto_analysis.py"", line 161, in agg_pareto\n    raise RuntimeError(\nRuntimeError: No results found for any parallel configuration. Showing last exception: Invalid quantized MoE configuration: (moe_intermediate_size=1536 / moe_tp_size=8) % weight_block_size=128 != 0. \n"
