model,isl,osl,prefix,concurrency,request_rate,bs,global_bs,ttft,tpot,request_latency,seq/s,seq/s/gpu,tokens/s,tokens/s/gpu,tokens/s/user,num_total_gpus,tp,pp,dp,moe_tp,moe_ep,parallel,gemm,kvcache,fmha,moe,comm,memory,balance_score,num_ctx_reqs,num_gen_reqs,num_tokens,ctx_tokens,gen_tokens,backend,version,system,power_w,tokens/s/gpu_cluster
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,56,3.812,56,56,1072.85,27.565,14827.687,3.812,0.238,1902.243,118.89,36.278,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,32.005,0.056,2.0,54.0,4150.0,4096,54.0,sglang,0.5.10.post2,rtx_pro_6000_scaleup_32x1,0.0,118.89
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,56,3.74,56,56,1705.927,26.092,14725.591,3.74,0.234,1866.111,116.632,38.327,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,39.584,0.028,4.0,52.0,8244.0,8192,52.0,sglang,0.5.10.post2,rtx_pro_6000_scaleup_32x1,0.0,116.632
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,48,3.673,48,48,674.24,25.275,13286.557,3.673,0.23,1832.952,114.559,39.564,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,28.036,0.096,1.0,47.0,2095.0,2048,47.0,sglang,0.5.10.post2,rtx_pro_6000_scaleup_32x1,0.0,114.559
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,48,3.652,48,48,1004.289,24.458,13208.798,3.652,0.228,1822.357,113.897,40.887,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,31.826,0.048,2.0,46.0,4142.0,4096,46.0,sglang,0.5.10.post2,rtx_pro_6000_scaleup_32x1,0.0,113.897
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,48,3.585,48,48,1636.951,22.91,13068.995,3.585,0.224,1788.71,111.794,43.649,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,39.405,0.024,4.0,44.0,8236.0,8192,44.0,sglang,0.5.10.post2,rtx_pro_6000_scaleup_32x1,0.0,111.794
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,40,3.457,40,40,646.336,22.27,11759.048,3.457,0.216,1724.881,107.805,44.904,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,27.857,0.08,1.0,39.0,2087.0,2048,39.0,sglang,0.5.10.post2,rtx_pro_6000_scaleup_32x1,0.0,107.805
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,40,3.437,40,40,936.061,21.431,11630.241,3.437,0.215,1715.271,107.204,46.661,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,31.647,0.04,2.0,38.0,4134.0,4096,38.0,sglang,0.5.10.post2,rtx_pro_6000_scaleup_32x1,0.0,107.204
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,40,3.377,40,40,1568.144,19.808,11452.197,3.377,0.211,1684.911,105.307,50.485,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,39.226,0.02,4.0,36.0,8228.0,8192,36.0,sglang,0.5.10.post2,rtx_pro_6000_scaleup_32x1,0.0,105.307
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,32,3.215,32,32,576.836,19.021,10068.118,3.215,0.201,1604.044,100.253,52.575,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,27.678,0.064,1.0,31.0,2079.0,2048,31.0,sglang,0.5.10.post2,rtx_pro_6000_scaleup_32x1,0.0,100.253
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,32,3.199,32,32,868.167,18.151,9925.289,3.199,0.2,1596.217,99.764,55.095,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,31.468,0.032,2.0,30.0,4126.0,4096,30.0,sglang,0.5.10.post2,rtx_pro_6000_scaleup_32x1,0.0,99.764
