framework,version,device,op_name,kernel_source,nccl_dtype,num_gpus,message_size,latency
TRTLLM,2.27.7,NVIDIA GB300,reduce_scatter,NCCL,int8,4,67108864,0.07444
TRTLLM,2.27.7,NVIDIA GB300,reduce_scatter,NCCL,int8,4,134217728,0.115
TRTLLM,2.27.7,NVIDIA GB300,reduce_scatter,NCCL,int8,4,268435456,0.2249
TRTLLM,2.27.7,NVIDIA GB300,reduce_scatter,NCCL,int8,4,536870912,0.4201
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,half,4,256,0.00775
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,half,4,512,0.0155
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,half,4,1024,0.0158
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,half,4,2048,0.01566
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,half,4,4096,0.01574
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,half,4,8192,0.0159
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,half,4,16384,0.0165799999999999
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,half,4,32768,0.01671
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,half,4,65536,0.01689
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,half,4,131072,0.01704
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,half,4,262144,0.01712
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,half,4,524288,0.01764
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,half,4,1048576,0.01923
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,half,4,2097152,0.02373
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,half,4,4194304,0.03539
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,half,4,8388608,0.04449
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,half,4,16777216,0.07113
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,half,4,33554432,0.1208
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,half,4,67108864,0.1829
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,half,4,134217728,0.3484
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,half,4,268435456,0.6705
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,int8,4,512,0.00781
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,int8,4,1024,0.01562
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,int8,4,2048,0.01569
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,int8,4,4096,0.01579
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,int8,4,8192,0.01594
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,int8,4,16384,0.01587
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,int8,4,32768,0.01664
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,int8,4,65536,0.01675
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,int8,4,131072,0.01693
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,int8,4,262144,0.01707
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,int8,4,524288,0.01709
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,int8,4,1048576,0.01758
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,int8,4,2097152,0.0196499999999999
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,int8,4,4194304,0.02518
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,int8,4,8388608,0.03788
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,int8,4,16777216,0.04533
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,int8,4,33554432,0.07331
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,int8,4,67108864,0.1225
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,int8,4,134217728,0.1866
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,int8,4,268435456,0.3619
TRTLLM,2.27.7,NVIDIA GB300,all_reduce,NCCL,int8,4,536870912,0.6921
