model,isl,osl,prefix,concurrency,request_rate,bs,global_bs,ttft,tpot,request_latency,seq/s,seq/s/gpu,tokens/s,tokens/s/gpu,tokens/s/user,num_total_gpus,tp,pp,dp,moe_tp,moe_ep,parallel,gemm,kvcache,fmha,moe,comm,memory,balance_score,num_ctx_reqs,num_gen_reqs,num_tokens,ctx_tokens,gen_tokens,backend,version,system,power_w,tokens/s/gpu_cluster
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,48,3.418,48,48,1095.551,26.09,14114.267,3.418,0.214,1705.481,106.593,38.329,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,31.826,0.048,2.0,46.0,4142.0,4096,46.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,106.593
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,48,3.359,48,48,1782.718,24.364,13940.331,3.359,0.21,1675.925,104.745,41.044,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,39.405,0.024,4.0,44.0,8236.0,8192,44.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,104.745
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,40,3.246,40,40,704.38,23.688,12524.8,3.246,0.203,1619.879,101.242,42.215,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,27.857,0.08,1.0,39.0,2087.0,2048,39.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,101.242
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,40,3.229,40,40,1021.174,22.761,12379.136,3.229,0.202,1611.32,100.708,43.934,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,31.647,0.04,2.0,38.0,4134.0,4096,38.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,100.708
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,40,3.175,40,40,1707.826,20.96,12166.887,3.175,0.198,1584.461,99.029,47.71,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,39.226,0.02,4.0,36.0,8228.0,8192,36.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,99.029
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,32,3.032,32,32,628.651,20.138,10677.388,3.032,0.189,1512.821,94.551,49.658,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,27.678,0.064,1.0,31.0,2079.0,2048,31.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,94.551
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,32,3.018,32,32,947.153,19.179,10517.584,3.018,0.189,1505.801,94.113,52.14,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,31.468,0.032,2.0,30.0,4126.0,4096,30.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,94.113
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,32,2.97,32,32,1633.114,17.295,10263.262,2.97,0.186,1482.218,92.639,57.821,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,39.047,0.016,4.0,28.0,8220.0,8192,28.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,92.639
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,28,2.821,28,28,1595.827,15.59,9375.439,2.821,0.176,1407.821,87.989,64.142,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,38.957,0.014,4.0,24.0,8216.0,8192,24.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,87.989
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,24,2.644,24,24,1558.584,13.887,8488.273,2.644,0.165,1319.425,82.464,72.009,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,38.868,0.012,4.0,20.0,8212.0,8192,20.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,82.464
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,20,2.599,20,20,836.79,13.337,7491.77,2.599,0.162,1296.685,81.043,74.981,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,31.199,0.02,2.0,18.0,4114.0,4096,18.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,81.043
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,20,2.564,20,20,1521.387,11.322,7170.913,2.564,0.16,1279.439,79.965,88.326,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,38.778,0.01,4.0,16.0,8208.0,8192,16.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,79.965
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,16,2.485,16,16,800.18,10.806,6192.581,2.485,0.155,1240.195,77.512,92.538,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,31.109,0.016,2.0,14.0,4110.0,4096,14.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,77.512
sgl-project/DeepSeek-V4-Flash-FP8,2048,500,0,16,2.455,16,16,1484.235,8.744,5847.558,2.455,0.153,1224.937,76.559,114.362,16,16,1,1,1,16,tp16pp1dp1etp1ep16,fp8_block,fp8,bfloat16,fp8_block,half,38.688,0.008,4.0,12.0,8204.0,8192,12.0,sglang,0.5.10.post2,rtx_pro_6000_scaleout_8x4,0.0,76.559
